Sensor_Type,Ammonia_ppm,Methane_ppm,CO2_ppm,H2S_ppm,MQ-137 Ammonia,MQ-4 Methane,MQ136 H2S,SCD41 CO2
MQ136 H2S,106.72292022473752,494.3388968787442,4360.134147496386,9.897002528712367,0.0,0.0,1.0,0.0
SCD41 CO2,199.27222186322464,369.77528283995184,612.9153147768595,7.707098945405138,0.0,0.0,0.0,1.0
MQ-4 Methane,73.24919583228038,190.69242449306773,3182.7484909442624,12.08694200864198,0.0,1.0,0.0,0.0
MQ-137 Ammonia,83.55131426234381,256.37833752304124,2279.648233113481,6.860927955338266,1.0,0.0,0.0,0.0
SCD41 CO2,15.204589617179666,387.8353075338715,4238.027835949486,17.408646282050405,0.0,0.0,0.0,1.0
MQ136 H2S,199.68781286923993,271.74501194079556,1053.2539957612084,9.5480164181995,0.0,0.0,1.0,0.0
MQ-137 Ammonia,85.26069894076777,254.1127475878527,1545.3212848996502,5.433456853846962,1.0,0.0,0.0,0.0
SCD41 CO2,97.74047087212497,406.9599474838779,745.7852839749776,6.828939110132537,0.0,0.0,0.0,1.0
SCD41 CO2,148.3003297905422,184.16956968036538,3096.3164511226178,18.497238914164434,0.0,0.0,0.0,1.0
MQ-137 Ammonia,59.570341313836316,431.9575319170474,4978.046346011874,11.632516861879285,1.0,0.0,0.0,0.0
MQ-137 Ammonia,60.70192637581702,154.59803037701045,2103.5123295141207,5.393645289629367,1.0,0.0,0.0,0.0
MQ-4 Methane,181.95456661849622,185.71011903729024,4950.073493541234,16.073396896398425,0.0,1.0,0.0,0.0
SCD41 CO2,185.4800971387367,417.8477327972402,4951.708873236698,13.681880566451348,0.0,0.0,0.0,1.0
MQ-137 Ammonia,108.67029398032585,389.30593663647295,2763.540486319964,6.347567726649721,1.0,0.0,0.0,0.0
MQ136 H2S,121.29919759502421,53.29243174004174,1931.7830751091535,7.4815744014082854,0.0,0.0,1.0,0.0
MQ-137 Ammonia,129.040437420376,472.2417497362083,4649.3591961068105,7.069117768361293,1.0,0.0,0.0,0.0
MQ-137 Ammonia,190.64668593956213,59.59700186496044,4306.731070528488,18.490182587451013,1.0,0.0,0.0,0.0
MQ-4 Methane,39.91556560670567,446.3408238578217,4806.922883664906,17.181416566858406,0.0,1.0,0.0,0.0
MQ-137 Ammonia,55.21595333293446,475.46276473226806,598.4979148903594,6.488549510905722,1.0,0.0,0.0,0.0
SCD41 CO2,13.728182108261738,38.33389838135339,2401.34602858717,15.890506681706658,0.0,0.0,0.0,1.0
SCD41 CO2,103.75483313402485,256.1180464324867,679.9759501859807,16.337129987803102,0.0,0.0,0.0,1.0
MQ-4 Methane,40.121771323070064,314.466293776199,616.8580087298228,16.313131269531155,0.0,1.0,0.0,0.0
MQ-137 Ammonia,13.737656003395145,326.23261858284934,4967.91557625517,7.285710910865141,1.0,0.0,0.0,0.0
SCD41 CO2,165.8280861878251,418.85126946171437,3302.73113819263,12.01613288016874,0.0,0.0,0.0,1.0
SCD41 CO2,121.75604363092273,46.443096635051354,4005.1178862021256,10.97056482854852,0.0,0.0,0.0,1.0
SCD41 CO2,101.92246787398388,191.13535148846302,1423.746160310531,16.533896239589154,0.0,0.0,0.0,1.0
MQ-4 Methane,191.76302939153388,235.2352435050445,676.7469575261504,8.478545399272033,0.0,1.0,0.0,0.0
MQ136 H2S,54.07964748999948,439.73275139752064,1584.6011092696544,9.496540946253521,0.0,0.0,1.0,0.0
MQ-4 Methane,160.8388247860344,392.75682380689244,1473.82634823257,4.503923021792271,0.0,1.0,0.0,0.0
MQ-137 Ammonia,15.433994692989382,27.013052933840964,3161.1500319505385,17.57382014481013,1.0,0.0,0.0,0.0
SCD41 CO2,106.9787700564805,361.15905129965125,1939.5422986984918,5.303256782601572,0.0,0.0,0.0,1.0
MQ-137 Ammonia,35.04556495352262,389.9831366002815,4899.299459368633,16.31986235207688,1.0,0.0,0.0,0.0
SCD41 CO2,9.809902365158912,321.4330890031273,953.1089080945856,11.96394001490765,0.0,0.0,0.0,1.0
MQ-4 Methane,19.832154792344273,66.9593112780701,4819.634333396541,12.694407993277924,0.0,1.0,0.0,0.0
SCD41 CO2,186.84137264743677,229.79720612402235,942.6647239926637,4.06263393938312,0.0,0.0,0.0,1.0
MQ-4 Methane,25.03177829726123,262.47024998819387,3839.9501624737372,5.16667156241297,0.0,1.0,0.0,0.0
MQ-4 Methane,44.38047708369554,445.8792012902098,3771.5521271524663,6.662612121770902,0.0,1.0,0.0,0.0
SCD41 CO2,76.93195956495559,18.566319901847486,4096.5024157642965,9.635205703707447,0.0,0.0,0.0,1.0
MQ136 H2S,18.514228474251862,496.948735199922,2318.223648777381,11.447866912461482,0.0,0.0,1.0,0.0
MQ-137 Ammonia,58.52512374999226,247.67000778476222,3879.080523336431,9.69275338267477,1.0,0.0,0.0,0.0
MQ-4 Methane,133.3892342774078,352.48463601788296,1694.6048098963317,10.433848967000545,0.0,1.0,0.0,0.0
MQ136 H2S,27.881720454782165,185.80203603275064,2718.1981826459373,2.0635473065267003,0.0,0.0,1.0,0.0
SCD41 CO2,46.03257424366383,341.52526743660735,2943.3071828752404,9.959183780133968,0.0,0.0,0.0,1.0
MQ-4 Methane,156.79494078452075,178.21252374623003,4350.81649001319,6.441475668500614,0.0,1.0,0.0,0.0
MQ-137 Ammonia,109.52673485884762,154.7387692398717,3028.6494449324628,4.510319666795771,1.0,0.0,0.0,0.0
MQ-4 Methane,90.45184308372026,426.3464754019605,2826.412328394582,9.655834626072405,0.0,1.0,0.0,0.0
MQ-137 Ammonia,187.65153470508295,270.0433208454774,2774.628797027999,9.251919068778884,1.0,0.0,0.0,0.0
MQ-137 Ammonia,144.16928943968816,413.51600172635915,4834.381992485129,17.23919822858082,1.0,0.0,0.0,0.0
MQ-137 Ammonia,132.60011587211866,161.50554315613334,1184.3295691533588,12.959341961314017,1.0,0.0,0.0,0.0
MQ-4 Methane,82.99517043918078,140.7468005424799,1916.9708010730037,13.510332510804453,0.0,1.0,0.0,0.0
MQ-137 Ammonia,169.732874777808,436.98138876115564,3021.0220055604077,6.612945161984571,1.0,0.0,0.0,0.0
MQ-137 Ammonia,8.261798533023468,361.12124462685244,3518.152130335598,9.771874589318955,1.0,0.0,0.0,0.0
MQ-137 Ammonia,158.63794080286448,426.11608671800434,1807.505798700585,15.85405645720423,1.0,0.0,0.0,0.0
SCD41 CO2,117.25678919860754,419.14741058903866,2496.4948459305124,8.953285813801347,0.0,0.0,0.0,1.0
SCD41 CO2,37.66589238609076,461.4459535236747,1250.3055580342113,15.253263014986645,0.0,0.0,0.0,1.0
MQ136 H2S,162.16801645881833,327.28307342193045,4622.040718521466,15.319762676829251,0.0,0.0,1.0,0.0
MQ136 H2S,79.78537029432403,442.4141831769408,4648.540586685198,13.37381348412188,0.0,0.0,1.0,0.0
MQ136 H2S,52.02120276691165,173.6227870110517,2331.535690505997,11.686356391409856,0.0,0.0,1.0,0.0
MQ136 H2S,92.368974641997,44.12490533563685,3743.2268246730173,7.321553673944512,0.0,0.0,1.0,0.0
SCD41 CO2,145.08606829266822,172.9110691584753,2662.4407177125104,9.08357669689207,0.0,0.0,0.0,1.0
MQ-4 Methane,180.2360453678807,124.85868708790535,2752.757438342939,11.156230684112352,0.0,1.0,0.0,0.0
MQ136 H2S,65.69697934082892,42.48494555676865,542.0327843113174,3.4688651455027975,0.0,0.0,1.0,0.0
MQ-137 Ammonia,165.97186684208592,388.67642313135036,3865.643304476197,19.203713348749933,1.0,0.0,0.0,0.0
MQ-4 Methane,149.0661826430752,32.95768037367611,719.2234674900291,17.10553376849911,0.0,1.0,0.0,0.0
SCD41 CO2,34.68117594870092,478.0132725352713,3818.883432481025,12.39167124441376,0.0,0.0,0.0,1.0
SCD41 CO2,158.70264359240906,199.68194299416962,3506.733838430648,14.337771651906955,0.0,0.0,0.0,1.0
MQ-137 Ammonia,58.932293674794,465.31361724112645,4333.309733174248,1.6817186402284583,1.0,0.0,0.0,0.0
SCD41 CO2,123.21157601836812,347.0289686758887,1417.6034561638355,3.2485771679819457,0.0,0.0,0.0,1.0
MQ-137 Ammonia,160.71454137331168,279.3628268374049,3138.5971070483306,15.123606244445218,1.0,0.0,0.0,0.0
MQ-4 Methane,62.06701322084263,140.22277509021023,906.8377215320079,2.322241279101912,0.0,1.0,0.0,0.0
MQ-4 Methane,65.32143577795144,220.68711412771623,2616.6216706149044,1.5447761008089307,0.0,1.0,0.0,0.0
SCD41 CO2,147.95724546156958,427.32764056785226,2450.706946635849,10.30693894935751,0.0,0.0,0.0,1.0
MQ-137 Ammonia,91.51353100255747,184.19958237675257,1205.1815064772259,10.67169298149734,1.0,0.0,0.0,0.0
MQ-4 Methane,64.99532637811816,410.4112205694803,1451.7921350560364,2.988573916232663,0.0,1.0,0.0,0.0
SCD41 CO2,183.00380883753334,148.38038831691085,2386.462935812604,14.631309075733197,0.0,0.0,0.0,1.0
MQ-137 Ammonia,172.0469865909955,46.940965595805196,1254.9689505404713,5.215369840222353,1.0,0.0,0.0,0.0
MQ136 H2S,83.62975601441423,29.841121524238226,1808.6480848674632,0.8687356465940153,0.0,0.0,1.0,0.0
MQ-137 Ammonia,98.94171442517928,457.55072169052266,1442.3126248167728,9.38362212282664,1.0,0.0,0.0,0.0
SCD41 CO2,64.22156742808104,42.794230594769786,3587.8416751568966,12.950827742523181,0.0,0.0,0.0,1.0
MQ-137 Ammonia,186.12710310330456,257.77543686967687,658.2743383645769,12.56415910918191,1.0,0.0,0.0,0.0
MQ136 H2S,112.23283785346518,167.51070509430212,2402.352887267563,17.490549317311096,0.0,0.0,1.0,0.0
SCD41 CO2,93.01474540134167,195.7850444633327,4191.475577643911,3.5400296928193837,0.0,0.0,0.0,1.0
MQ-4 Methane,37.422333513476765,429.85840640579767,3313.5395553052267,5.838128208146625,0.0,1.0,0.0,0.0
MQ-4 Methane,72.6427192379057,144.66280761190302,4637.244407436498,18.240765904118287,0.0,1.0,0.0,0.0
MQ-137 Ammonia,189.4294730554039,384.94241847279534,3654.5462987104793,10.157034684262825,1.0,0.0,0.0,0.0
MQ136 H2S,110.10197968612428,73.13113204498428,2609.525407354989,17.860171520223478,0.0,0.0,1.0,0.0
SCD41 CO2,27.453027664574048,50.53899808121146,2873.5118049136017,17.339046253581373,0.0,0.0,0.0,1.0
SCD41 CO2,162.9481953747089,68.98713640883548,4376.795896251576,17.110621037597465,0.0,0.0,0.0,1.0
MQ136 H2S,140.5078604515692,202.53570583387474,2984.298869087095,19.48086017885245,0.0,0.0,1.0,0.0
MQ136 H2S,56.59393062273729,226.07251915070196,1956.4812901265268,19.31488683335702,0.0,0.0,1.0,0.0
SCD41 CO2,71.02235755729771,369.3967014758151,2626.9979207239294,3.442110824807979,0.0,0.0,0.0,1.0
MQ-4 Methane,50.540167959603174,98.94447977838834,1982.4849684800467,13.898546213750835,0.0,1.0,0.0,0.0
MQ-4 Methane,132.8816673021416,39.758810450618974,3836.1440782202694,18.75143564439435,0.0,1.0,0.0,0.0
MQ-137 Ammonia,84.26787298670075,45.26189252970747,3903.9860414651253,17.351467405929398,1.0,0.0,0.0,0.0
MQ136 H2S,186.01716402546438,110.76842091203574,3755.1407596476547,3.0259720382352273,0.0,0.0,1.0,0.0
MQ136 H2S,39.160032819450414,328.62606542350164,321.6270897827812,10.735411807010912,0.0,0.0,1.0,0.0
MQ136 H2S,190.3178955483046,215.20213008384897,1863.1156921284958,4.930853872333259,0.0,0.0,1.0,0.0
MQ136 H2S,112.57868239489571,361.5365169484012,4490.428215353219,0.5747805120072518,0.0,0.0,1.0,0.0
MQ-4 Methane,72.33544093126392,489.7772294563641,2402.794112525026,5.6755653900519025,0.0,1.0,0.0,0.0
MQ-4 Methane,187.24518523440352,100.36970012680422,2376.035341793692,7.839725091230271,0.0,1.0,0.0,0.0
MQ136 H2S,121.46984654757763,105.39587815435195,1677.2763857114423,1.932857855866346,0.0,0.0,1.0,0.0
MQ-4 Methane,19.63030175062735,62.54321786956221,2187.1765162164165,4.52163872164123,0.0,1.0,0.0,0.0
SCD41 CO2,137.85562471021166,17.354486786657766,783.026822093978,18.090246051487426,0.0,0.0,0.0,1.0
SCD41 CO2,57.99823483854219,312.5470253704372,2139.469008351448,13.55482621729491,0.0,0.0,0.0,1.0
MQ136 H2S,56.305782801943366,264.71909995182654,2077.5838242534055,5.082364563663295,0.0,0.0,1.0,0.0
SCD41 CO2,86.15392311365102,88.25303027825578,4195.46918503349,11.479432447791211,0.0,0.0,0.0,1.0
MQ136 H2S,29.994487714137144,467.8501918684236,2671.5499539624143,16.210778571787174,0.0,0.0,1.0,0.0
MQ-137 Ammonia,97.95909488057403,232.62238542576245,650.5923622735999,0.7407904599534387,1.0,0.0,0.0,0.0
MQ-137 Ammonia,166.30458059785772,174.44071117985033,1366.5955525828326,6.688295453807107,1.0,0.0,0.0,0.0
SCD41 CO2,80.03773160482125,398.19201634740233,1212.6848193960343,6.729734187918582,0.0,0.0,0.0,1.0
MQ136 H2S,72.79023544807076,215.75523204377808,2256.969164873933,6.711499128928022,0.0,0.0,1.0,0.0
MQ-137 Ammonia,189.2130086191344,134.77138085803497,1296.500104425357,13.390698337669422,1.0,0.0,0.0,0.0
MQ-137 Ammonia,147.85249415558056,377.097632006721,4630.860605268719,2.6436042293301325,1.0,0.0,0.0,0.0
SCD41 CO2,20.722055429742888,131.17316992679577,1922.2493755737266,15.478108685619514,0.0,0.0,0.0,1.0
MQ136 H2S,64.20967596621225,298.72641020741696,1764.0720306524647,0.8367121700818878,0.0,0.0,1.0,0.0
MQ136 H2S,72.57192226389974,119.22912018339736,908.9977085794325,16.372627097844024,0.0,0.0,1.0,0.0
MQ-4 Methane,88.05099973049555,53.25854815395876,2307.332387860487,14.348777787519937,0.0,1.0,0.0,0.0
MQ-137 Ammonia,130.6870869841882,388.3531307819085,3534.765493884726,9.902790583876055,1.0,0.0,0.0,0.0
MQ-4 Methane,115.01763645232356,184.97023426300177,370.7761543910845,5.0909570786967295,0.0,1.0,0.0,0.0
MQ-4 Methane,116.11938205435243,214.16658312185635,2666.663960391829,0.7395092753457864,0.0,1.0,0.0,0.0
SCD41 CO2,131.1603565741769,435.7905770150405,4914.070967349823,1.3945578385238306,0.0,0.0,0.0,1.0
SCD41 CO2,78.86833910076884,58.34629079089457,3438.6013388381916,17.353815766738435,0.0,0.0,0.0,1.0
MQ-137 Ammonia,14.939331702316606,125.71231327944932,2922.957217947093,14.130974425268061,1.0,0.0,0.0,0.0
SCD41 CO2,165.91830065257398,475.9703963754495,4633.161597242316,10.318369689487632,0.0,0.0,0.0,1.0
SCD41 CO2,168.53903640690191,249.01024920530722,2089.383002655537,7.489329746506472,0.0,0.0,0.0,1.0
MQ-137 Ammonia,22.832362353365177,439.9086074202826,4865.42060163333,14.536633827615903,1.0,0.0,0.0,0.0
MQ-4 Methane,79.96640644600308,298.6316900563595,2680.4973950667236,3.828087312048263,0.0,1.0,0.0,0.0
MQ-4 Methane,178.13434452426097,350.85807642724706,4869.065402919275,5.706278466363136,0.0,1.0,0.0,0.0
SCD41 CO2,68.81844701455336,107.98314703184847,4406.714847218403,18.837351439204863,0.0,0.0,0.0,1.0
SCD41 CO2,43.29159180119374,416.8434104927725,844.49012718303,7.763446133584698,0.0,0.0,0.0,1.0
MQ-4 Methane,42.82104104650124,16.77132852989871,4339.4317725448645,9.022686069740118,0.0,1.0,0.0,0.0
MQ-137 Ammonia,90.99467918775555,161.6864527153732,1389.7945142021579,6.34986922554077,1.0,0.0,0.0,0.0
SCD41 CO2,83.88923547885189,418.048211518103,1522.273386757599,6.0715841066631535,0.0,0.0,0.0,1.0
MQ-137 Ammonia,76.82127538454941,218.8892434539254,643.3555662461089,14.36955619604461,1.0,0.0,0.0,0.0
MQ-4 Methane,29.169223144514017,37.483216860613865,2767.470980265283,17.12766918954159,0.0,1.0,0.0,0.0
MQ-137 Ammonia,87.66558835403916,161.93581677962828,4894.937082589225,13.389681439932966,1.0,0.0,0.0,0.0
MQ-4 Methane,38.88117838861963,96.54349756042436,1222.125811558426,16.738843452864465,0.0,1.0,0.0,0.0
SCD41 CO2,29.03553996296229,142.40004202089392,1129.6069070242534,9.103407653721979,0.0,0.0,0.0,1.0
SCD41 CO2,128.5166681074271,353.22126967060643,2513.6813017205877,11.484778299698954,0.0,0.0,0.0,1.0
SCD41 CO2,72.69217581562641,251.08452017344052,2083.2881057822697,17.37475395454295,0.0,0.0,0.0,1.0
SCD41 CO2,41.38700517233416,132.5112486933307,3607.2741820333886,5.550217003437344,0.0,0.0,0.0,1.0
MQ-4 Methane,17.673114073951574,152.43900388263364,2490.4202533043126,15.736872988094028,0.0,1.0,0.0,0.0
MQ-4 Methane,79.65000798421923,261.68739851780293,3843.6455676377896,0.8312705512460172,0.0,1.0,0.0,0.0
MQ-137 Ammonia,140.07297523457476,436.3326490677565,4434.4332315748325,18.668207039198613,1.0,0.0,0.0,0.0
MQ-137 Ammonia,174.76105491833215,12.180439847759944,571.1157246137639,14.673369893869124,1.0,0.0,0.0,0.0
MQ-137 Ammonia,116.97152516274133,311.57723869230426,4514.277711211645,8.976854573257919,1.0,0.0,0.0,0.0
SCD41 CO2,18.014094159794677,73.67909361055091,3166.912819010547,4.247472109498769,0.0,0.0,0.0,1.0
SCD41 CO2,188.4269441928686,36.74839217765354,4668.635895685285,16.573523073397112,0.0,0.0,0.0,1.0
MQ-4 Methane,151.57120829620524,460.82596614717494,3973.189013197163,14.912190077719416,0.0,1.0,0.0,0.0
MQ136 H2S,66.52980790792033,157.9497006434811,4040.6530636492275,13.32999561175079,0.0,0.0,1.0,0.0
MQ-137 Ammonia,143.0720113255817,10.936423445281564,1751.8419111470737,4.180857141848517,1.0,0.0,0.0,0.0
MQ-137 Ammonia,129.25454221166515,403.65191307933645,1094.532701804134,18.650647954863196,1.0,0.0,0.0,0.0
MQ136 H2S,121.40457471726712,88.18410976979334,3994.331087436968,13.935601442371649,0.0,0.0,1.0,0.0
SCD41 CO2,57.399828161243086,53.19660801719295,946.7342490305442,19.965946108886353,0.0,0.0,0.0,1.0
MQ-137 Ammonia,55.798264668131104,487.2762200616184,1698.1924715057496,6.794376874835877,1.0,0.0,0.0,0.0
MQ-137 Ammonia,78.1944371336178,241.8445078361378,3975.7603161825036,12.621777218998412,1.0,0.0,0.0,0.0
MQ136 H2S,10.59388421351881,266.6457467506628,486.7027175999622,1.3473758835436507,0.0,0.0,1.0,0.0
MQ-4 Methane,24.369523600219424,34.48056867012534,3112.182723471943,8.010385167349671,0.0,1.0,0.0,0.0
MQ-4 Methane,62.46049245147759,112.65825842355898,4004.475139685658,2.198272408126622,0.0,1.0,0.0,0.0
MQ-137 Ammonia,121.9066891162152,119.3649514399204,1328.7270477734126,14.421393278434708,1.0,0.0,0.0,0.0
SCD41 CO2,35.614388442881065,406.36453423766403,4519.387520385821,6.669416415092038,0.0,0.0,0.0,1.0
SCD41 CO2,9.581039724739519,364.8590561994185,1141.9671485099532,1.4067003656922803,0.0,0.0,0.0,1.0
MQ136 H2S,95.85415095000825,284.9407864067664,3875.699892232997,11.521331540660933,0.0,0.0,1.0,0.0
MQ136 H2S,78.54240805692211,236.23019705487906,4516.904205070272,5.46997371839191,0.0,0.0,1.0,0.0
MQ-137 Ammonia,5.672491779617747,376.4271020995723,721.9506633339936,13.349472919549614,1.0,0.0,0.0,0.0
MQ136 H2S,136.18362061425813,91.66644899438755,3563.1452793694853,15.072209091458204,0.0,0.0,1.0,0.0
SCD41 CO2,33.79628219872321,356.5804262453279,706.7632083384834,11.706213351583475,0.0,0.0,0.0,1.0
MQ136 H2S,105.93036288007617,128.3585126595957,4486.184312206401,10.054811104330996,0.0,0.0,1.0,0.0
SCD41 CO2,161.52458595623543,253.50889248788368,1978.909939920553,16.529368799246516,0.0,0.0,0.0,1.0
MQ-137 Ammonia,107.61458871235622,311.0303740823532,1849.8238968285686,9.652311884953857,1.0,0.0,0.0,0.0
MQ-4 Methane,119.14666721164575,286.2581361951367,2870.1686466287383,10.49610098414756,0.0,1.0,0.0,0.0
MQ-137 Ammonia,123.9172591574183,237.83150375597035,4339.615044857164,10.64285519803109,1.0,0.0,0.0,0.0
MQ136 H2S,60.34407246325806,234.64647738771416,1771.3936491063614,14.106611616311826,0.0,0.0,1.0,0.0
SCD41 CO2,101.46285728025349,126.27519604211581,1544.2489364865098,13.07655728135976,0.0,0.0,0.0,1.0
MQ136 H2S,137.02528334513323,374.61259339680635,2046.434865933757,7.701627193014162,0.0,0.0,1.0,0.0
SCD41 CO2,40.457921536437254,33.989054323762154,2716.771186192654,2.8030958800505865,0.0,0.0,0.0,1.0
MQ-4 Methane,40.60996315090051,314.35427582377014,2522.817204557924,17.01721483287009,0.0,1.0,0.0,0.0
MQ136 H2S,106.68062559537945,268.8822497094595,2661.226389165166,3.1468885456101936,0.0,0.0,1.0,0.0
SCD41 CO2,146.03540313297145,254.97763447392538,2943.4808629155646,5.353075855973567,0.0,0.0,0.0,1.0
MQ136 H2S,165.74750265006517,429.31351119468934,1908.0281603189112,6.087793317930964,0.0,0.0,1.0,0.0
MQ-137 Ammonia,192.6523227654024,304.3987913544985,1120.5589339471812,12.076743600154373,1.0,0.0,0.0,0.0
MQ136 H2S,86.12989221273597,344.09151644828705,2728.0010609280266,6.471712014869078,0.0,0.0,1.0,0.0
MQ136 H2S,87.92616053568102,411.6308905284761,896.8283169184471,6.413344766738382,0.0,0.0,1.0,0.0
SCD41 CO2,134.36655247241634,329.4470505789941,2213.597225974541,1.1792183263999676,0.0,0.0,0.0,1.0
MQ136 H2S,26.746833983132,148.052535979145,4874.641136343869,3.848825385890218,0.0,0.0,1.0,0.0
MQ-137 Ammonia,93.86999584421449,231.7983653700888,3253.157265594918,1.4551629328611873,1.0,0.0,0.0,0.0
SCD41 CO2,120.01729098472022,306.0447086959511,4664.868907156738,10.19694325715221,0.0,0.0,0.0,1.0
MQ-137 Ammonia,48.19843307078006,369.74625587864733,1408.2597772678232,3.4704704105124065,1.0,0.0,0.0,0.0
SCD41 CO2,28.001779486567923,128.77604220875045,539.2721858808832,15.755503198619085,0.0,0.0,0.0,1.0
MQ-4 Methane,64.6749342735842,250.40619701550935,4580.037842422778,19.791972495371603,0.0,1.0,0.0,0.0
MQ-4 Methane,143.0705745530048,108.11478637189535,3938.751840046682,10.428303794886773,0.0,1.0,0.0,0.0
MQ-4 Methane,40.98030846901887,287.34882077307316,3660.226989675038,6.966435039337121,0.0,1.0,0.0,0.0
MQ136 H2S,193.23286100715904,241.56362504383327,1093.3686056930928,17.895291592381078,0.0,0.0,1.0,0.0
MQ-137 Ammonia,85.9740601913121,472.8536734684149,1491.1267510318876,19.966341321359092,1.0,0.0,0.0,0.0
MQ-4 Methane,98.07310396747047,405.15668452389616,1333.8906140572055,10.447456602435476,0.0,1.0,0.0,0.0
MQ136 H2S,19.510026127311047,127.03020718572711,575.0159569109769,5.883978666818196,0.0,0.0,1.0,0.0
MQ136 H2S,37.35307232608827,405.2920154968924,1406.462335932225,16.931935766139077,0.0,0.0,1.0,0.0
MQ136 H2S,189.75939019237867,470.9298932098344,1666.3438461749843,15.884147207725631,0.0,0.0,1.0,0.0
MQ136 H2S,92.84405635876358,276.5928260934279,595.2182405042977,16.065766742212915,0.0,0.0,1.0,0.0
MQ136 H2S,160.1890278922053,198.64299535007117,1050.152604127492,19.73296407477841,0.0,0.0,1.0,0.0
MQ136 H2S,89.83037174623867,362.4744048775866,3179.136503901188,17.67354460285983,0.0,0.0,1.0,0.0
MQ136 H2S,117.96161459914953,178.7074939882826,3469.5211264873556,7.96398273243487,0.0,0.0,1.0,0.0
SCD41 CO2,54.66225882777513,127.36587371603251,4451.1349202613455,10.668129525245165,0.0,0.0,0.0,1.0
MQ-137 Ammonia,64.45078436491325,348.28965238053615,4563.295161559524,13.194532324089932,1.0,0.0,0.0,0.0
MQ-137 Ammonia,106.73508097931855,126.1633653702289,3497.143979982214,7.380781466017837,1.0,0.0,0.0,0.0
MQ-137 Ammonia,196.08516512121693,23.560448547484537,2967.9910423026595,2.016611893846893,1.0,0.0,0.0,0.0
MQ-137 Ammonia,32.931684709441434,240.40593867737397,1155.5254362986836,19.52949114506868,1.0,0.0,0.0,0.0
MQ136 H2S,178.02535612811974,186.53173224539708,2891.6661514290904,5.839004383292034,0.0,0.0,1.0,0.0
MQ-4 Methane,80.60223153671106,321.48350819084203,1827.7460910177579,1.8655383011150741,0.0,1.0,0.0,0.0
SCD41 CO2,131.59393055053482,62.6583032621946,4543.787703449434,6.596325468313898,0.0,0.0,0.0,1.0
MQ-137 Ammonia,39.66109900997629,470.0155195639814,1636.8917876872354,12.72774576259893,1.0,0.0,0.0,0.0
SCD41 CO2,82.18470147565978,41.73705164733767,3139.3387971481334,18.178621917900646,0.0,0.0,0.0,1.0
SCD41 CO2,16.40282451467844,34.31412351514228,2971.2212762317986,1.4416937129498661,0.0,0.0,0.0,1.0
MQ-137 Ammonia,101.11086825032231,260.4352966362797,1823.2921287439256,0.6439381351366478,1.0,0.0,0.0,0.0
MQ-137 Ammonia,93.14993997815981,360.23114192470337,1574.1401556304554,7.827854772356619,1.0,0.0,0.0,0.0
SCD41 CO2,129.5990664979791,47.038163756551704,1060.7722431779353,8.135340681856704,0.0,0.0,0.0,1.0
MQ-137 Ammonia,84.0331078969535,465.9907044043673,2891.0302186901918,13.163717480188078,1.0,0.0,0.0,0.0
SCD41 CO2,95.42235676047352,284.52723681275455,3374.5110841461556,3.7983426619632885,0.0,0.0,0.0,1.0
MQ136 H2S,160.31292796598734,255.50100163712372,629.9802683067452,18.30437777164406,0.0,0.0,1.0,0.0
MQ-4 Methane,116.87533102822036,82.11434701444126,2948.760745994976,0.6876173780967532,0.0,1.0,0.0,0.0
SCD41 CO2,158.37089060517698,96.56946358976234,4963.5890841593455,2.767954960838937,0.0,0.0,0.0,1.0
MQ-137 Ammonia,106.4841037947454,409.0222998745635,3794.3606249342683,12.755149072430877,1.0,0.0,0.0,0.0
MQ-137 Ammonia,127.23155327149367,462.0877456788103,2620.3956544572584,18.369986962490977,1.0,0.0,0.0,0.0
MQ-4 Methane,158.97405891321756,166.8833401345076,1169.9485115913444,18.718005012572146,0.0,1.0,0.0,0.0
SCD41 CO2,145.8283162628838,341.0814056055029,3518.204705696589,3.749185871678369,0.0,0.0,0.0,1.0
MQ136 H2S,163.38840537943034,475.5641161782503,1011.0803190514345,4.115673570017335,0.0,0.0,1.0,0.0
MQ-4 Methane,192.1741246754842,373.47480153733164,4441.338756789992,17.126299858008114,0.0,1.0,0.0,0.0
MQ-137 Ammonia,49.516087099899934,369.34159804724527,4994.612741314862,0.5065942447216414,1.0,0.0,0.0,0.0
SCD41 CO2,137.76668582902573,183.61816824681972,925.3582169012391,19.657392558427404,0.0,0.0,0.0,1.0
SCD41 CO2,24.151530244601187,94.61032387629626,1124.4079518665496,16.427886367822655,0.0,0.0,0.0,1.0
MQ136 H2S,74.06820938270087,36.68313200546618,4383.590504463963,6.068679335976839,0.0,0.0,1.0,0.0
MQ-4 Methane,169.3710599602205,65.2700582525571,4460.427272809519,19.798466635506554,0.0,1.0,0.0,0.0
MQ-137 Ammonia,26.360049259517204,495.62023283762113,1273.4211488519472,14.768250267859631,1.0,0.0,0.0,0.0
MQ-137 Ammonia,124.86701405566652,319.41182701405745,2922.9582092459514,10.682013613028435,1.0,0.0,0.0,0.0
SCD41 CO2,29.115938879558662,38.308630986684214,2802.3421005738774,11.70057553816778,0.0,0.0,0.0,1.0
MQ-4 Methane,116.79236215632613,284.872563635407,3156.9938140644626,8.053130929830528,0.0,1.0,0.0,0.0
MQ-137 Ammonia,177.9923162409334,402.55665101184144,4704.468405051304,12.580523324896175,1.0,0.0,0.0,0.0
